"scientificname","worms_id","decimallatitude","decimallongitude","depth","year","month","measurementvalue","measurementunit","taxonrank"
1,"1 50 natl 3",-4.5,3.5,1,"2010",6,0.000101463146026633,"virtualspecies","virtualspecies"
1,"1 50 natl 3",75.5,26.5,1,"2010",6,8.209533391463e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 3",53.5,173.5,1,"2010",6,1.9909679906193e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 3",-20.5,43.5,1,"2010",6,0.000265224061224148,"virtualspecies","virtualspecies"
1,"1 50 natl 3",61.5,-9.5,1,"2010",6,9.89275546873187e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 3",38.5,-52.5,1,"2010",6,0.000186191197633652,"virtualspecies","virtualspecies"
1,"1 50 natl 3",51.5,-30.5,1,"2010",6,0.000102869766276684,"virtualspecies","virtualspecies"
1,"1 50 natl 3",18.5,-49.5,1,"2010",6,0.000172654021183704,"virtualspecies","virtualspecies"
1,"1 50 natl 3",59.5,-25.5,1,"2010",6,3.03821968746684e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 3",51.5,170.5,1,"2010",6,5.03422654976799e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 3",22.5,-66.5,1,"2010",6,0.000129567653699781,"virtualspecies","virtualspecies"
1,"1 50 natl 3",14.5,-65.5,1,"2010",6,3.57220383639351e-06,"virtualspecies","virtualspecies"
1,"1 50 natl 3",45.5,-37.5,1,"2010",6,8.6190365083604e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 3",47.5,-10.5,1,"2010",6,7.56964470584026e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 3",56.5,-43.5,1,"2010",6,7.17444359973223e-06,"virtualspecies","virtualspecies"
1,"1 50 natl 3",60.5,-57.5,1,"2010",6,0.000115033144267526,"virtualspecies","virtualspecies"
1,"1 50 natl 3",25.5,-164.5,1,"2010",6,8.84518126831311e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 3",51.5,-52.5,1,"2010",6,0.000388889594675464,"virtualspecies","virtualspecies"
1,"1 50 natl 3",54.5,-35.5,1,"2010",6,9.96838479194679e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 3",15.5,-29.5,1,"2010",6,2.28088786070553e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 3",23.5,-68.5,1,"2010",6,5.55694759086528e-05,"virtualspecies","virtualspecies"
