"scientificname","worms_id","decimallatitude","decimallongitude","depth","year","month","measurementvalue","measurementunit","taxonrank"
1,"1 1000 natl 3",-4.5,3.5,1,"2010",6,0.000179263452709895,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",75.5,26.5,1,"2010",6,5.24987636443944e-06,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",53.5,173.5,1,"2010",6,0.000285947896274088,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",-20.5,43.5,1,"2010",6,1.27833497095843e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",61.5,-9.5,1,"2010",6,6.52737111270864e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",38.5,-52.5,1,"2010",6,0.000167199865696027,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",51.5,-30.5,1,"2010",6,1.99242307442194e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",18.5,-49.5,1,"2010",6,0.000329286176582475,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",59.5,-25.5,1,"2010",6,1.43924899682365e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",51.5,170.5,1,"2010",6,6.04827178380971e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",22.5,-66.5,1,"2010",6,7.21746635915158e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",14.5,-65.5,1,"2010",6,1.11855775815492e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",45.5,-37.5,1,"2010",6,6.21997547108145e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",47.5,-10.5,1,"2010",6,1.48108638572739e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",56.5,-43.5,1,"2010",6,1.43326887016236e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",60.5,-57.5,1,"2010",6,1.62751963935145e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",25.5,-164.5,1,"2010",6,3.57080349386001e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",51.5,-52.5,1,"2010",6,5.00975128967387e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",54.5,-35.5,1,"2010",6,6.37610520269427e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",15.5,-29.5,1,"2010",6,2.41529648089186e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",23.5,-68.5,1,"2010",6,7.03988586450424e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",59.5,-32.5,1,"2010",6,1.77827990489469e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",40.5,-23.5,1,"2010",6,0.000122023794286115,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",61.5,-66.5,1,"2010",6,2.35856710635566e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",15.5,64.5,1,"2010",6,1.85173186658017e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",0.5,-42.5,1,"2010",6,1.30962353753298e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",74.5,53.5,1,"2010",6,5.9361284181636e-06,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",37.5,-50.5,1,"2010",6,4.69475678211709e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",32.5,-147.5,1,"2010",6,6.62818848333485e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",70.5,-6.5,1,"2010",6,0.000100937369291013,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",55.5,-21.5,1,"2010",6,0.000557077088341094,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",76.5,-134.5,1,"2010",6,0.000335916342693936,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",29.5,-29.5,1,"2010",6,9.73516592885078e-06,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",31.5,18.5,1,"2010",6,3.3675574430685e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",64.5,-33.5,1,"2010",6,4.14880466207311e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",12.5,-21.5,1,"2010",6,7.88954234516815e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",-2.5,-22.5,1,"2010",6,1.62784541979263e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",65.5,-33.5,1,"2010",6,0.000254149448722055,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",45.5,-39.5,1,"2010",6,4.21397631008225e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",51.5,-18.5,1,"2010",6,3.42684893393349e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",23.5,-32.5,1,"2010",6,1.06580502552264e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",45.5,-20.5,1,"2010",6,1.34241180230773e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",38.5,2.5,1,"2010",6,6.90344933625194e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",33.5,-10.5,1,"2010",6,1.27988445837676e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",39.5,10.5,1,"2010",6,0.000139485144813203,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",50.5,-26.5,1,"2010",6,3.93213624487158e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",69.5,14.5,1,"2010",6,6.59113038326467e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",44.5,-12.5,1,"2010",6,1.17299599104029e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",21.5,-53.5,1,"2010",6,4.17850451414749e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",27.5,-40.5,1,"2010",6,2.18050491161272e-05,"virtualspecies","virtualspecies"
1,"1 1000 natl 3",50.5,-39.5,1,"2010",6,8.21762739859349e-05,"virtualspecies","virtualspecies"
