"scientificname","worms_id","decimallatitude","decimallongitude","depth","year","month","measurementvalue","measurementunit","taxonrank"
1,"1 200 natl 2",-4.5,3.5,1,"2010",6,0.000131934620088206,"virtualspecies","virtualspecies"
1,"1 200 natl 2",75.5,26.5,1,"2010",6,7.52932379779765e-06,"virtualspecies","virtualspecies"
1,"1 200 natl 2",53.5,173.5,1,"2010",6,1.81673996689138e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",-20.5,43.5,1,"2010",6,0.000154569074487296,"virtualspecies","virtualspecies"
1,"1 200 natl 2",61.5,-9.5,1,"2010",6,1.85440352253421e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",38.5,-52.5,1,"2010",6,1.46097713314114e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",51.5,-30.5,1,"2010",6,3.51392269475017e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",18.5,-49.5,1,"2010",6,6.52321323164862e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",59.5,-25.5,1,"2010",6,2.77164955750059e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",51.5,170.5,1,"2010",6,1.71131749462536e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",22.5,-66.5,1,"2010",6,0.000105703242322072,"virtualspecies","virtualspecies"
1,"1 200 natl 2",14.5,-65.5,1,"2010",6,0.00011444333286792,"virtualspecies","virtualspecies"
1,"1 200 natl 2",45.5,-37.5,1,"2010",6,2.20905822715582e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",47.5,-10.5,1,"2010",6,9.46107305658964e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",56.5,-43.5,1,"2010",6,4.90082938280606e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",60.5,-57.5,1,"2010",6,2.64155308860813e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",25.5,-164.5,1,"2010",6,2.24556858363362e-05,"virtualspecies","virtualspecies"
1,"1 200 natl 2",51.5,-52.5,1,"2010",6,2.90915722868769e-05,"virtualspecies","virtualspecies"
