"scientificname","worms_id","decimallatitude","decimallongitude","depth","year","month","measurementvalue","measurementunit","taxonrank"
1,"1 200 coast 3",51.5,150.5,1,"2010",6,6.54546912845107,"virtualspecies","virtualspecies"
1,"1 200 coast 3",74.5,33.5,1,"2010",6,6.6963180331379e-06,"virtualspecies","virtualspecies"
1,"1 200 coast 3",53.5,173.5,1,"2010",6,0.000114097199780676,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-20.5,49.5,1,"2010",6,4.07232456656096e-06,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-59.5,49.5,1,"2010",6,3.0878710290379e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-20.5,37.5,1,"2010",6,6.33004505764173e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",4.5,0.5,1,"2010",6,6.92515052234827e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",13.5,-171.5,1,"2010",6,0.000113937129350246,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-57.5,-5.5,1,"2010",6,9.37269443876524e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",51.5,170.5,1,"2010",6,0.000253017872780529,"virtualspecies","virtualspecies"
1,"1 200 coast 3",22.5,-66.5,1,"2010",6,4.85531810179328e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-66.5,-99.5,1,"2010",6,5.44304553614704e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-39.5,172.5,1,"2010",6,6.57434749378415e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-41.5,125.5,1,"2010",6,3.75059491316158e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",13.5,-92.5,1,"2010",6,0.000224040868525696,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-59.5,-112.5,1,"2010",6,5.22751136843173e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",25.5,-164.5,1,"2010",6,2.26679587231744e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-48.5,-38.5,1,"2010",6,0.000293774775176139,"virtualspecies","virtualspecies"
1,"1 200 coast 3",39.5,146.5,1,"2010",6,1.32981931420491e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",73.5,45.5,1,"2010",6,0.000101933819472874,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-58.5,98.5,1,"2010",6,2.18147563280283e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-57.5,47.5,1,"2010",6,1.99035986550582e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-15.5,157.5,1,"2010",6,7.03527226669449e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",20.5,68.5,1,"2010",6,1.43270719655041e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",72.5,23.5,1,"2010",6,0.000118399438059314,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-73.5,-135.5,1,"2010",6,5.19253232869643e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",16.5,-73.5,1,"2010",6,8.44987515969397e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-24.5,-41.5,1,"2010",6,9.41082535295698e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",32.5,-147.5,1,"2010",6,4.60527966738663e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",23.5,-157.5,1,"2010",6,2.84452697173397e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",11.5,-64.5,1,"2010",6,7.35395323992835e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",76.5,-134.5,1,"2010",6,1.80293591224898e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-47.5,162.5,1,"2010",6,1.32851245773906e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",57.5,-176.5,1,"2010",6,2.35039519116518e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-63.5,-94.5,1,"2010",6,6.55640466992649e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",25.5,-167.5,1,"2010",6,2.63242630667052e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-2.5,-22.5,1,"2010",6,3.3213457114254e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-64.5,-136.5,1,"2010",6,3.01337107806706e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-40.5,-165.5,1,"2010",6,7.15353452004973e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-47.5,-19.5,1,"2010",6,3.11274177135142e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-60.5,-78.5,1,"2010",6,8.86803306215788e-06,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-39.5,20.5,1,"2010",6,3.35482789177668e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",51.5,-41.5,1,"2010",6,0.000217366699065076,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-14.5,56.5,1,"2010",6,2.95136487612454e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-19.5,-37.5,1,"2010",6,1.46680943173426e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-46.5,-79.5,1,"2010",6,0.000281924590637337,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-66.5,9.5,1,"2010",6,0.000234716835755827,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-37.5,138.5,1,"2010",6,5.72675273854754e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",8.5,-154.5,1,"2010",6,1.86030775098564e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 3",-51.5,-82.5,1,"2010",6,0.000537399286258879,"virtualspecies","virtualspecies"
