"scientificname","worms_id","decimallatitude","decimallongitude","depth","year","month","measurementvalue","measurementunit","taxonrank"
1,"1 50 null 2",51.5,150.5,1,"2010",6,0.626861522854989,"virtualspecies","virtualspecies"
1,"1 50 null 2",28.5,-122.5,1,"2010",6,4.25864526158703e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",53.5,173.5,1,"2010",6,5.51117371809601e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-20.5,43.5,1,"2010",6,0.000296833905788642,"virtualspecies","virtualspecies"
1,"1 50 null 2",-59.5,48.5,1,"2010",6,9.03515405402357e-06,"virtualspecies","virtualspecies"
1,"1 50 null 2",-27.5,73.5,1,"2010",6,3.17921114033398e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-47.5,99.5,1,"2010",6,1.97223273956135e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",13.5,-171.5,1,"2010",6,3.87715862958974e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-57.5,-6.5,1,"2010",6,3.74957050447336e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",51.5,170.5,1,"2010",6,2.7374180259259e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",22.5,-66.5,1,"2010",6,0.000161871858185763,"virtualspecies","virtualspecies"
1,"1 50 null 2",20.5,-141.5,1,"2010",6,5.42525107617031e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-39.5,171.5,1,"2010",6,0.000238548373249807,"virtualspecies","virtualspecies"
1,"1 50 null 2",-41.5,124.5,1,"2010",6,8.03468350121251e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-54.5,-92.5,1,"2010",6,1.8885937728163e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-59.5,-113.5,1,"2010",6,2.69284903718382e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",25.5,-164.5,1,"2010",6,5.48565156219624e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-48.5,-39.5,1,"2010",6,3.04137904082713e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-51.5,73.5,1,"2010",6,5.80346391006132e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",19.5,-150.5,1,"2010",6,7.5433073573241e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",4.5,-137.5,1,"2010",6,6.07863269382062e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-57.5,46.5,1,"2010",6,4.13535658106612e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-31.5,-127.5,1,"2010",6,2.90610259330396e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-60.5,23.5,1,"2010",6,1.85742489894728e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",15.5,64.5,1,"2010",6,5.74983065977517e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",43.5,-169.5,1,"2010",6,8.60371802308619e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",16.5,-73.5,1,"2010",6,4.2958843623555e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-25.5,-110.5,1,"2010",6,7.65415025158947e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",32.5,-147.5,1,"2010",6,0.000212612461468898,"virtualspecies","virtualspecies"
1,"1 50 null 2",-68.5,-146.5,1,"2010",6,0.000173449749355409,"virtualspecies","virtualspecies"
1,"1 50 null 2",-52.5,22.5,1,"2010",6,3.22146984884495e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",76.5,-134.5,1,"2010",6,6.63150540175994e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-6.5,-128.5,1,"2010",6,2.7902877936464e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-9.5,152.5,1,"2010",6,7.323016226921e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-63.5,-95.5,1,"2010",6,4.35979841010771e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",25.5,-167.5,1,"2010",6,5.5029764201839e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-2.5,-22.5,1,"2010",6,2.50291613985122e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-64.5,-137.5,1,"2010",6,0.000104686426007474,"virtualspecies","virtualspecies"
1,"1 50 null 2",-40.5,-166.5,1,"2010",6,4.28247434118606e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-47.5,-20.5,1,"2010",6,3.33273038831503e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",5.5,-136.5,1,"2010",6,4.30497003641085e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-39.5,19.5,1,"2010",6,4.78667199333228e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-26.5,-45.5,1,"2010",6,0.000141182422918542,"virtualspecies","virtualspecies"
1,"1 50 null 2",-14.5,56.5,1,"2010",6,2.10220094550683e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-28.5,-5.5,1,"2010",6,0.000249612066527559,"virtualspecies","virtualspecies"
1,"1 50 null 2",-46.5,-80.5,1,"2010",6,2.65610500461309e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-66.5,8.5,1,"2010",6,5.12399100735492e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-37.5,137.5,1,"2010",6,1.09011716566634e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",8.5,-154.5,1,"2010",6,2.88418566423307e-05,"virtualspecies","virtualspecies"
1,"1 50 null 2",-2.5,-106.5,1,"2010",6,7.53912939293831e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",51.5,150.5,1,"2010",6,6.44355843412766e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",28.5,-122.5,1,"2010",6,0.00646877930652618,"virtualspecies","virtualspecies"
2,"2 50 null 2",53.5,173.5,1,"2010",6,3.29150035029115e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",-20.5,43.5,1,"2010",6,0.278543119498577,"virtualspecies","virtualspecies"
2,"2 50 null 2",-59.5,48.5,1,"2010",6,2.17006603900977e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",-27.5,73.5,1,"2010",6,0.82443420685424,"virtualspecies","virtualspecies"
2,"2 50 null 2",-47.5,99.5,1,"2010",6,9.16479223740393e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",13.5,-171.5,1,"2010",6,1.7847009214353,"virtualspecies","virtualspecies"
2,"2 50 null 2",-57.5,-6.5,1,"2010",6,3.68621420386686e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",51.5,170.5,1,"2010",6,4.21253404034574e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",22.5,-66.5,1,"2010",6,0.8932096265188,"virtualspecies","virtualspecies"
2,"2 50 null 2",20.5,-141.5,1,"2010",6,1.03478564918862,"virtualspecies","virtualspecies"
2,"2 50 null 2",-39.5,171.5,1,"2010",6,0.167625795763235,"virtualspecies","virtualspecies"
2,"2 50 null 2",-41.5,124.5,1,"2010",6,0.000712790424472392,"virtualspecies","virtualspecies"
2,"2 50 null 2",-54.5,-92.5,1,"2010",6,4.48944801311856e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",-59.5,-113.5,1,"2010",6,4.92665325655376e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",25.5,-164.5,1,"2010",6,0.395369531644283,"virtualspecies","virtualspecies"
2,"2 50 null 2",-48.5,-39.5,1,"2010",6,2.92256010877787e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",-51.5,73.5,1,"2010",6,5.32682947076962e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",19.5,-150.5,1,"2010",6,1.34232344403048,"virtualspecies","virtualspecies"
2,"2 50 null 2",4.5,-137.5,1,"2010",6,2.17488032478158,"virtualspecies","virtualspecies"
2,"2 50 null 2",-57.5,46.5,1,"2010",6,3.31025401424043e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",-31.5,-127.5,1,"2010",6,2.1415054073822,"virtualspecies","virtualspecies"
2,"2 50 null 2",-60.5,23.5,1,"2010",6,2.50713723957019e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",15.5,64.5,1,"2010",6,0.326143441143654,"virtualspecies","virtualspecies"
2,"2 50 null 2",43.5,-169.5,1,"2010",6,3.27131808032299e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",16.5,-73.5,1,"2010",6,2.14939294382285,"virtualspecies","virtualspecies"
2,"2 50 null 2",-25.5,-110.5,1,"2010",6,1.23137141094862,"virtualspecies","virtualspecies"
2,"2 50 null 2",32.5,-147.5,1,"2010",6,0.60382635838646,"virtualspecies","virtualspecies"
2,"2 50 null 2",-68.5,-146.5,1,"2010",6,3.7138870494557e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",-52.5,22.5,1,"2010",6,0.000137675456699656,"virtualspecies","virtualspecies"
2,"2 50 null 2",76.5,-134.5,1,"2010",6,0.000107078677003152,"virtualspecies","virtualspecies"
2,"2 50 null 2",-6.5,-128.5,1,"2010",6,0.0834008286878787,"virtualspecies","virtualspecies"
2,"2 50 null 2",-9.5,152.5,1,"2010",6,0.381240496398022,"virtualspecies","virtualspecies"
2,"2 50 null 2",-63.5,-95.5,1,"2010",6,9.74503246690373e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",25.5,-167.5,1,"2010",6,1.47448178533716,"virtualspecies","virtualspecies"
2,"2 50 null 2",-2.5,-22.5,1,"2010",6,0.697758409204725,"virtualspecies","virtualspecies"
2,"2 50 null 2",-64.5,-137.5,1,"2010",6,6.00009913756598e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",-40.5,-166.5,1,"2010",6,0.00171650072636544,"virtualspecies","virtualspecies"
2,"2 50 null 2",-47.5,-20.5,1,"2010",6,3.44882040924695e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",5.5,-136.5,1,"2010",6,1.34694448827558,"virtualspecies","virtualspecies"
2,"2 50 null 2",-39.5,19.5,1,"2010",6,0.15039312937572,"virtualspecies","virtualspecies"
2,"2 50 null 2",-26.5,-45.5,1,"2010",6,0.410661421986784,"virtualspecies","virtualspecies"
2,"2 50 null 2",-14.5,56.5,1,"2010",6,2.0208291229546,"virtualspecies","virtualspecies"
2,"2 50 null 2",-28.5,-5.5,1,"2010",6,2.10547150488615,"virtualspecies","virtualspecies"
2,"2 50 null 2",-46.5,-80.5,1,"2010",6,5.9454813508136e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",-66.5,8.5,1,"2010",6,3.9931121044502e-05,"virtualspecies","virtualspecies"
2,"2 50 null 2",-37.5,137.5,1,"2010",6,0.0987796863651436,"virtualspecies","virtualspecies"
2,"2 50 null 2",8.5,-154.5,1,"2010",6,1.80403540964717,"virtualspecies","virtualspecies"
2,"2 50 null 2",-2.5,-106.5,1,"2010",6,0.000298361076160385,"virtualspecies","virtualspecies"
3,"3 50 null 2",51.5,150.5,1,"2010",6,2.46927093684535e-05,"virtualspecies","virtualspecies"
3,"3 50 null 2",28.5,-122.5,1,"2010",6,1.24316802716112,"virtualspecies","virtualspecies"
3,"3 50 null 2",53.5,173.5,1,"2010",6,4.44809071528447e-05,"virtualspecies","virtualspecies"
3,"3 50 null 2",-20.5,43.5,1,"2010",6,0.517505600381553,"virtualspecies","virtualspecies"
