"scientificname","worms_id","decimallatitude","decimallongitude","depth","year","month","measurementvalue","measurementunit","taxonrank"
1,"1 1000 coast 3",51.5,150.5,1,"2010",6,0.701593996632634,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",74.5,33.5,1,"2010",6,0.000388264774215682,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",53.5,173.5,1,"2010",6,0.000103412288073255,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",-20.5,49.5,1,"2010",6,1.50003607499486e-05,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",-59.5,49.5,1,"2010",6,2.75086682139272e-05,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",-20.5,37.5,1,"2010",6,4.06679952552178e-05,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",4.5,0.5,1,"2010",6,6.97568166975889e-05,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",13.5,-171.5,1,"2010",6,0.000342675491148421,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",-57.5,-5.5,1,"2010",6,4.14109459747205e-05,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",51.5,170.5,1,"2010",6,3.27443505358039e-05,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",22.5,-66.5,1,"2010",6,0.000534231039736742,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",-66.5,-99.5,1,"2010",6,5.03285431196921e-05,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",-39.5,172.5,1,"2010",6,1.72754584443664e-06,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",-41.5,125.5,1,"2010",6,7.96340744279037e-05,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",13.5,-92.5,1,"2010",6,5.44871073546203e-06,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",-59.5,-112.5,1,"2010",6,7.05765091719916e-05,"virtualspecies","virtualspecies"
1,"1 1000 coast 3",25.5,-164.5,1,"2010",6,6.62273027379841e-05,"virtualspecies","virtualspecies"
