"scientificname","worms_id","decimallatitude","decimallongitude","depth","year","month","measurementvalue","measurementunit","taxonrank"
1,"1 200 null 3",51.5,150.5,1,"2010",6,1.62662064368237,"virtualspecies","virtualspecies"
1,"1 200 null 3",28.5,-122.5,1,"2010",6,0.000124374605872527,"virtualspecies","virtualspecies"
1,"1 200 null 3",53.5,173.5,1,"2010",6,2.36744245233624e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-20.5,43.5,1,"2010",6,1.96205344482313e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-59.5,48.5,1,"2010",6,4.21947575748434e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-27.5,73.5,1,"2010",6,1.49593737674191e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-47.5,99.5,1,"2010",6,9.98470649127228e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",13.5,-171.5,1,"2010",6,1.59836342897598e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-57.5,-6.5,1,"2010",6,1.42200462896794e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",51.5,170.5,1,"2010",6,5.24113270765492e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",22.5,-66.5,1,"2010",6,0.000136959915542028,"virtualspecies","virtualspecies"
1,"1 200 null 3",20.5,-141.5,1,"2010",6,1.9322145341938e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-39.5,171.5,1,"2010",6,1.7579955145296e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-41.5,124.5,1,"2010",6,8.24909949252905e-06,"virtualspecies","virtualspecies"
1,"1 200 null 3",-54.5,-92.5,1,"2010",6,3.07855389072833e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-59.5,-113.5,1,"2010",6,5.24185480483015e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",25.5,-164.5,1,"2010",6,3.29943206669078e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-48.5,-39.5,1,"2010",6,1.74970457042377e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-51.5,73.5,1,"2010",6,5.04837350477922e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",19.5,-150.5,1,"2010",6,4.47374021933693e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",4.5,-137.5,1,"2010",6,6.20085931516665e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-57.5,46.5,1,"2010",6,7.09015582126825e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-31.5,-127.5,1,"2010",6,4.66695212836605e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-60.5,23.5,1,"2010",6,0.000126184300227211,"virtualspecies","virtualspecies"
1,"1 200 null 3",15.5,64.5,1,"2010",6,3.22800665604815e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",43.5,-169.5,1,"2010",6,4.07095703637073e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",16.5,-73.5,1,"2010",6,0.000127873592884615,"virtualspecies","virtualspecies"
1,"1 200 null 3",-25.5,-110.5,1,"2010",6,0.0001160398476811,"virtualspecies","virtualspecies"
1,"1 200 null 3",32.5,-147.5,1,"2010",6,3.16394453099533e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-68.5,-146.5,1,"2010",6,0.000262176135003091,"virtualspecies","virtualspecies"
1,"1 200 null 3",-52.5,22.5,1,"2010",6,0.000176211531683852,"virtualspecies","virtualspecies"
1,"1 200 null 3",76.5,-134.5,1,"2010",6,0.000109027133367025,"virtualspecies","virtualspecies"
1,"1 200 null 3",-6.5,-128.5,1,"2010",6,0.000182078894275162,"virtualspecies","virtualspecies"
1,"1 200 null 3",-9.5,152.5,1,"2010",6,0.000138324699628731,"virtualspecies","virtualspecies"
1,"1 200 null 3",-63.5,-95.5,1,"2010",6,4.04280842775606e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",25.5,-167.5,1,"2010",6,2.44024893874282e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-2.5,-22.5,1,"2010",6,2.94029721488525e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-64.5,-137.5,1,"2010",6,4.11321559431483e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-40.5,-166.5,1,"2010",6,0.00017318906161997,"virtualspecies","virtualspecies"
1,"1 200 null 3",-47.5,-20.5,1,"2010",6,1.31219996634941e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",5.5,-136.5,1,"2010",6,1.31433782365075e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-39.5,19.5,1,"2010",6,4.05876856881971e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-26.5,-45.5,1,"2010",6,4.32383716204255e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-14.5,56.5,1,"2010",6,5.47980561405173e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-28.5,-5.5,1,"2010",6,6.63555890224232e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-46.5,-80.5,1,"2010",6,0.000726285443596822,"virtualspecies","virtualspecies"
1,"1 200 null 3",-66.5,8.5,1,"2010",6,5.43426450947914e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-37.5,137.5,1,"2010",6,0.000188602804759383,"virtualspecies","virtualspecies"
1,"1 200 null 3",8.5,-154.5,1,"2010",6,5.47710317320562e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-2.5,-106.5,1,"2010",6,9.9370019561771e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-46.5,73.5,1,"2010",6,2.55212601604869e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-18.5,176.5,1,"2010",6,0.000138451535772321,"virtualspecies","virtualspecies"
1,"1 200 null 3",-44.5,-161.5,1,"2010",6,5.85035292980506e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-13.5,47.5,1,"2010",6,0.000144799096866856,"virtualspecies","virtualspecies"
1,"1 200 null 3",-3.5,79.5,1,"2010",6,8.03573815330983e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-72.5,-40.5,1,"2010",6,7.58462358156132e-06,"virtualspecies","virtualspecies"
1,"1 200 null 3",-45.5,115.5,1,"2010",6,1.85979894715378e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-66.5,157.5,1,"2010",6,1.66849474888866e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-34.5,-21.5,1,"2010",6,6.37049122068946e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",39.5,-25.5,1,"2010",6,8.6066209483661e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-57.5,26.5,1,"2010",6,6.27042512984882e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-44.5,-56.5,1,"2010",6,9.30457662505099e-05,"virtualspecies","virtualspecies"
1,"1 200 null 3",-44.5,-117.5,1,"2010",6,9.09927162656533e-06,"virtualspecies","virtualspecies"
