"scientificname","worms_id","decimallatitude","decimallongitude","depth","year","month","measurementvalue","measurementunit","taxonrank"
1,"1 50 natl 1",-4.5,3.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",75.5,26.5,1,"2010",6,4.53978743427137e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",53.5,173.5,1,"2010",6,4.5397868705844e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",-20.5,43.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",61.5,-9.5,1,"2010",6,4.53978755473816e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",38.5,-52.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",51.5,-30.5,1,"2010",6,4.53978687024791e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",18.5,-49.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",59.5,-25.5,1,"2010",6,4.53978762878646e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",51.5,170.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",22.5,-66.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",14.5,-65.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",45.5,-37.5,1,"2010",6,4.53978687038118e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",47.5,-10.5,1,"2010",6,4.53978687024483e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",56.5,-43.5,1,"2010",6,4.54302193122932e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",60.5,-57.5,1,"2010",6,4.53978729245687e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",25.5,-164.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",51.5,-52.5,1,"2010",6,4.53978848692764e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",54.5,-35.5,1,"2010",6,4.53978779452277e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",15.5,-29.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",23.5,-68.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",59.5,-32.5,1,"2010",6,4.53978687137462e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",40.5,-23.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",61.5,-66.5,1,"2010",6,4.6777625136682e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",15.5,64.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
1,"1 50 natl 1",0.5,-42.5,1,"2010",6,4.53978687024344e-05,"virtualspecies","virtualspecies"
