"scientificname","worms_id","decimallatitude","decimallongitude","depth","year","month","measurementvalue","measurementunit","taxonrank"
1,"1 200 coast 2",51.5,150.5,1,"2010",6,0.705717344887446,"virtualspecies","virtualspecies"
1,"1 200 coast 2",74.5,33.5,1,"2010",6,6.572830598329e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",53.5,173.5,1,"2010",6,6.83754002119099e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",-20.5,49.5,1,"2010",6,4.30398139366177e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",-59.5,49.5,1,"2010",6,8.95852707019061e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",-20.5,37.5,1,"2010",6,2.73448889812615e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",4.5,0.5,1,"2010",6,2.87994152335097e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",13.5,-171.5,1,"2010",6,4.85932309808162e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",-57.5,-5.5,1,"2010",6,4.54238397544995e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",51.5,170.5,1,"2010",6,2.1731697462599e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",22.5,-66.5,1,"2010",6,7.49106092637501e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",-66.5,-99.5,1,"2010",6,1.63429315611379e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",-39.5,172.5,1,"2010",6,3.35405867102955e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",-41.5,125.5,1,"2010",6,1.87182827740192e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",13.5,-92.5,1,"2010",6,2.10252168424792e-05,"virtualspecies","virtualspecies"
1,"1 200 coast 2",-59.5,-112.5,1,"2010",6,9.62301133157585e-06,"virtualspecies","virtualspecies"
1,"1 200 coast 2",25.5,-164.5,1,"2010",6,5.8496614951966e-05,"virtualspecies","virtualspecies"
